REPORT START/STOP
Start Time,27/05/2021,11:44:24
End Time,27/05/2021,14:08:27

Program,R454C_pi_5.5
Batch,Jumo,,,,,,,,,,,,,,
Product,HE,,,,,,,,,,,,,,

REPORT DESCRIPTION

RECORDED VALUES : FR_2
Date;Time,R1.P7.Setpoint_value,R1.P7.Process_value,R2.t7.Setpoint_value,R2.t7.Process_value,R2.Voltage.Setpoint_value,R2.Voltage.Process_value,R2.TAmb.Setpoint_value,R2.TAmb.Process_value
27/05/2021;11:47:44,?,7.197696,?,33.598621,400,400.22226,25,29.689285
27/05/2021;11:47:45,?,7.211768,?,33.698483,400,400.209717,25,29.710865
27/05/2021;11:47:46,?,7.223001,?,33.808392,400,400.170746,25,29.728714
27/05/2021;11:47:47,?,7.233379,?,33.904076,400,400.140442,25,29.740105
27/05/2021;11:47:48,?,7.245538,?,33.991318,400,400.167389,25,29.736473
27/05/2021;11:47:49,?,7.252925,?,34.096519,400,400.226166,25,29.733278
27/05/2021;11:47:50,?,7.255384,?,34.196182,400,400.353821,25,29.745802
27/05/2021;11:47:51,?,7.256192,?,34.291851,400,400.380859,25,29.758982
27/05/2021;11:47:52,?,7.260051,?,34.407715,400,400.411011,25,29.759214
27/05/2021;11:47:53,?,7.26395,?,34.407715,400,400.411011,25,29.759214
27/05/2021;11:47:54,?,7.26395,?,34.505222,400,400.45517,25,29.764074
27/05/2021;11:47:55,?,7.264746,?,34.602699,400,400.440033,25,29.770729
27/05/2021;11:47:56,?,7.264132,?,34.695236,400,400.085785,25,29.78454
27/05/2021;11:47:57,?,7.26262,?,34.797951,400,399.792786,25,29.798157
27/05/2021;11:47:58,?,7.259795,?,34.928131,400,399.744385,25,29.811138
27/05/2021;11:47:59,?,7.255495,?,35.0242,400,399.833801,25,29.814573
27/05/2021;11:48:00,?,7.250759,?,35.127769,400,399.880981,25,29.815569
27/05/2021;11:48:01,?,7.248254,?,35.222382,400,400.097107,25,29.81296
27/05/2021;11:48:02,?,7.244714,?,35.330666,400,400.274445,25,29.824091
27/05/2021;11:48:03,?,7.241761,?,35.330666,400,400.274445,25,29.824091
27/05/2021;11:48:04,?,7.238114,?,35.443512,400,400.298035,25,29.847759
27/05/2021;11:48:05,?,7.233502,?,35.530064,400,400.37439,25,29.858526
27/05/2021;11:48:06,?,7.229507,?,35.607162,400,400.441681,25,29.85866
27/05/2021;11:48:07,?,7.228198,?,35.695793,400,400.441071,25,29.855625
27/05/2021;11:48:08,?,7.228198,?,35.779114,400,400.406281,25,29.850498
27/05/2021;11:48:09,?,7.222137,?,35.861641,400,400.38913,25,29.849236
27/05/2021;11:48:10,?,7.218687,?,35.940502,400,400.393127,25,29.862858
27/05/2021;11:48:11,?,7.213593,?,36.028843,400,400.203949,25,29.872879
27/05/2021;11:48:12,?,7.210857,?,36.116199,400,399.990723,25,29.881153
27/05/2021;11:48:13,?,7.205993,?,36.196434,400,399.90921,25,29.890997
27/05/2021;11:48:14,?,7.199907,?,36.261913,400,399.851868,25,29.899633
27/05/2021;11:48:15,?,7.194118,?,36.32943,400,399.853271,25,29.901518
27/05/2021;11:48:16,?,7.186967,?,36.397903,400,399.829254,25,29.901625
27/05/2021;11:48:17,?,7.181486,?,36.397903,400,399.829254,25,29.901625
27/05/2021;11:48:18,?,7.17515,?,36.452202,400,399.862732,25,29.906979
27/05/2021;11:48:19,?,7.167867,?,36.504807,400,399.940277,25,29.922377
27/05/2021;11:48:20,?,7.16391,?,36.545769,400,400.001465,25,29.928745
27/05/2021;11:48:21,?,7.158703,?,36.582817,400,400.023041,25,29.931355
27/05/2021;11:48:22,?,7.158703,?,36.635258,400,399.992767,25,29.933701
27/05/2021;11:48:23,?,7.151885,?,36.679222,400,399.979309,25,29.939402
27/05/2021;11:48:24,?,7.149282,?,36.714607,400,400.034668,25,29.947296
27/05/2021;11:48:25,?,7.145716,?,36.764034,400,400.134796,25,29.946564
27/05/2021;11:48:26,?,7.141704,?,36.805527,400,400.211365,25,29.943911
27/05/2021;11:48:27,?,7.13905,?,36.864807,400,400.165314,25,29.945574
27/05/2021;11:48:28,?,7.135354,?,36.919533,400,400.053619,25,29.939848
27/05/2021;11:48:29,?,7.134894,?,36.919533,400,400.053619,25,29.939848
27/05/2021;11:48:30,?,7.135065,?,36.980198,400,400.045166,25,29.938705
27/05/2021;11:48:31,?,7.137128,?,37.038177,400,400.008606,25,29.951796
27/05/2021;11:48:32,?,7.136665,?,37.104649,400,400.040955,25,29.960035
27/05/2021;11:48:33,?,7.136665,?,37.176224,400,400.120209,25,29.97452
27/05/2021;11:48:34,?,7.140035,?,37.230957,400,400.213043,25,29.989216
27/05/2021;11:48:35,?,7.14132,?,37.300713,400,400.291626,25,30.005913
27/05/2021;11:48:36,?,7.141708,?,37.360622,400,400.220825,25,30.0126
27/05/2021;11:48:37,?,7.14103,?,37.409317,400,400.149811,25,30.008698
27/05/2021;11:48:38,?,7.140365,?,37.466877,400,400.077087,25,30.016993
