REPORT START/STOP
Start Time,12/01/2021,14:55:29
End Time,12/01/2021,15:54:18

Program,R32_pi_4.5
Batch,Jumo,,,,,,,,,,,,,,
Product,HE,,,,,,,,,,,,,,

REPORT DESCRIPTION

RECORDED VALUES : FR_1
Date;Time,R1.P1.Setpoint_value,R1.P1.Process_value,R1.P2.Setpoint_value,R1.P2.Process_value,R2.t1.Setpoint_value,R2.t1.Process_value,R2.t2.Process_value
12/01/2021;14:58:49,8.220077,5.677133,19.943857,26.518654,3.010831,-0.3566204905509949,98.704109
12/01/2021;14:58:50,8.18645,5.686655,19.970551,26.514435,2.934824,-0.2365526258945465,98.719063
12/01/2021;14:58:51,8.18645,5.686655,19.970551,26.514435,2.848169,-0.1246235445141792,98.779541
12/01/2021;14:58:52,8.152661,5.69875,19.997372,26.508627,2.772162,-0.01631223224103451,98.847992
12/01/2021;14:58:53,8.119035,5.709844,20.024065,26.505966,2.772162,-0.01631223224103451,98.847992
12/01/2021;14:58:54,8.085408,5.721306,20.050758,26.502748,2.695788,0.1106299012899399,98.926903
12/01/2021;14:58:55,8.047417,5.739305,20.080917,26.499506,2.61868,0.2391750812530518,98.963493
12/01/2021;14:58:56,8.01379,5.770157,20.107611,26.502195,2.523579,0.3814148902893066,98.971222
12/01/2021;14:58:57,7.97596,5.812941,20.13764,26.507694,2.437658,0.4977151453495026,98.959244
12/01/2021;14:58:58,7.942172,5.855216,20.164461,26.516174,2.370096,0.6329119205474854,98.93692
12/01/2021;14:58:59,7.904342,5.903319,20.194492,26.526251,2.284543,0.7607689499855042,98.949417
12/01/2021;14:59:00,7.87023,5.95138,20.221571,26.538193,2.198622,0.8765848875045776,98.962914
12/01/2021;14:59:01,7.836926,5.994828,20.248007,26.54907,2.131427,0.9900156259536743,98.965172
12/01/2021;14:59:02,7.8033,6.031815,20.2747,26.560993,2.055053,1.096306,98.966591
12/01/2021;14:59:03,7.76935,6.066031,20.301651,26.576637,1.969132,1.210542,98.961853
12/01/2021;14:59:04,7.76935,6.066031,20.301651,26.576637,1.901937,1.319712,98.951714
12/01/2021;14:59:05,7.735885,6.101323,20.328215,26.589861,1.901937,1.319712,98.951714
12/01/2021;14:59:06,7.698055,6.138047,20.358246,26.60297,1.816017,1.448708,98.930771
12/01/2021;14:59:07,7.663943,6.173564,20.385323,26.617304,1.739643,1.550767,98.865097
12/01/2021;14:59:08,7.626275,6.206717,20.415226,26.632132,1.662901,1.652703,98.809074
12/01/2021;14:59:09,7.59281,6.235947,20.44179,26.643856,1.57698,1.761723,98.729294
12/01/2021;14:59:10,7.55886,6.265111,20.46874,26.652048,1.499872,1.871432,98.650009
12/01/2021;14:59:11,7.525233,6.290247,20.495434,26.658857,1.413951,1.970396,98.516945
12/01/2021;14:59:12,7.487565,6.312768,20.525335,26.664019,1.328397,2.053413,98.376793
12/01/2021;14:59:13,7.453615,6.334435,20.552284,26.668158,1.251288,2.128189,98.258881
