REPORT START/STOP
Start Time,19/05/2021,12:59:50
End Time,19/05/2021,14:54:29

Program,R454C_pi_4.5
Batch,Jumo,,,,,,,,,,,,,,
Product,HE,,,,,,,,,,,,,,

REPORT DESCRIPTION

RECORDED VALUES : FR_1
Date;Time,R1.P1.Setpoint_value,R1.P1.Process_value,R1.P2.Setpoint_value,R1.P2.Process_value,R2.t1.Setpoint_value,R2.t1.Process_value,R2.t2.Process_value
19/05/2021;13:02:52,7.734317,3.965132,18.398525,20.729496,12.083535,4.223363,76.556702
19/05/2021;13:02:53,7.703983,3.969232,18.444025,20.729975,12.021954,4.203639,76.578972
19/05/2021;13:02:54,7.68275,3.973561,18.475876,20.728247,12.021954,4.203639,76.578972
19/05/2021;13:02:55,7.655334,3.978037,18.517,20.727505,11.951445,4.19114,76.600235
19/05/2021;13:02:56,7.63095,3.981298,18.553576,20.726133,11.882128,4.178715,76.610428
19/05/2021;13:02:57,7.6068,3.9854,18.5898,20.724413,11.812811,4.168243,76.630402
19/05/2021;13:02:58,7.579383,3.990253,18.630924,20.723129,11.750633,4.159622,76.633011
19/05/2021;13:02:59,7.552083,3.994622,18.671875,20.722887,11.688753,4.156708,76.652405
19/05/2021;13:03:00,7.527467,3.998777,18.708799,20.720724,11.619138,4.163575,76.644745
19/05/2021;13:03:01,7.503433,4.003874,18.74485,20.71909,11.564695,4.172127,76.615852
19/05/2021;13:03:02,7.503433,4.003874,18.74485,20.71909,11.49508,4.175182,76.540352
19/05/2021;13:03:03,7.476133,4.007542,18.785801,20.717577,11.425465,4.171992,76.480072
19/05/2021;13:03:04,7.451633,4.00979,18.82255,20.716417,11.363288,4.166428,76.464241
19/05/2021;13:03:05,7.421184,4.012021,18.868225,20.710608,11.363288,4.166428,76.464241
19/05/2021;13:03:06,7.393884,4.017424,18.909176,20.709682,11.300813,4.166995,76.460999
19/05/2021;13:03:07,7.366467,4.021375,18.9503,20.707207,11.222868,4.175268,76.419571
19/05/2021;13:03:08,7.3422,4.022888,18.9867,20.704248,11.168722,4.177742,76.397995
19/05/2021;13:03:09,7.317933,4.025592,19.0231,20.700745,11.099405,4.181996,76.372322
19/05/2021;13:03:10,7.317933,4.025592,19.0231,20.700745,11.029196,4.1905,76.363907
19/05/2021;13:03:11,7.290517,4.028826,19.064224,20.698717,10.97505,4.205383,76.369316
19/05/2021;13:03:12,7.26625,4.033257,19.100624,20.695374,10.897998,4.225133,76.360046
19/05/2021;13:03:13,7.235683,4.034161,19.146475,20.696505,10.843258,4.238339,76.362198
19/05/2021;13:03:14,7.211417,4.026687,19.182875,20.695066,10.77394,4.260925,76.355026
19/05/2021;13:03:15,7.184234,4.010762,19.22365,20.687233,10.704325,4.286514,76.349648
19/05/2021;13:03:16,7.159733,3.985529,19.260401,20.676914,10.704325,4.286514,76.349648
19/05/2021;13:03:17,7.13255,3.957359,19.301174,20.662937,10.642147,4.312108,76.363052
19/05/2021;13:03:18,7.111317,3.93655,19.333025,20.65085,10.580268,4.339797,76.361816
19/05/2021;13:03:19,7.0839,3.921825,19.374149,20.637718,10.510653,4.36925,76.362251
19/05/2021;13:03:20,7.0839,3.921825,19.374149,20.637718,10.45621,4.384888,76.381149
19/05/2021;13:03:21,7.059633,3.915215,19.410549,20.627392,10.386595,4.393926,76.408737
19/05/2021;13:03:22,7.032333,3.911277,19.4515,20.617584,10.31698,4.404602,76.443237
19/05/2021;13:03:23,7.00795,3.90835,19.488075,20.607809,10.254505,4.424332,76.487854
19/05/2021;13:03:24,6.98065,3.903888,19.529024,20.599258,10.185188,4.446186,76.516785
19/05/2021;13:03:25,6.956383,3.902962,19.565426,20.59016,10.122416,4.463489,76.545822
19/05/2021;13:03:26,6.932,3.903214,19.601999,20.581814,10.056667,4.48116,76.586197
19/05/2021;13:03:27,6.905867,3.901114,19.641201,20.573181,10.056667,4.48116,76.586197
19/05/2021;13:03:28,6.878567,3.903451,19.68215,20.563759,9.99449,4.494936,76.612823
19/05/2021;13:03:29,6.854183,3.904032,19.718725,20.5562,9.932312,4.502519,76.650589
19/05/2021;13:03:30,6.8298,3.901977,19.755301,20.547749,9.862103,4.518615,76.704353
19/05/2021;13:03:31,6.8025,3.90096,19.796249,20.538401,9.800222,4.5371,76.746391
19/05/2021;13:03:32,6.8025,3.90096,19.796249,20.538401,9.73864,4.559706,76.755112
19/05/2021;13:03:33,6.771934,3.898131,19.8421,20.527174,9.66843,4.591975,76.76445
19/05/2021;13:03:34,6.7507,3.899019,19.873951,20.517282,9.60655,4.624044,76.758408
19/05/2021;13:03:35,6.723516,3.899894,19.914724,20.507257,9.529498,4.649925,76.755676
19/05/2021;13:03:36,6.699017,3.899832,19.951475,20.499046,9.482492,4.669472,76.76992
19/05/2021;13:03:37,6.671834,3.897668,19.99225,20.489363,9.405439,4.69739,76.798843
19/05/2021;13:03:38,6.644533,3.897392,20.033199,20.478609,9.335825,4.724624,76.822655
