REPORT START/STOP
Start Time,21/05/2021,09:54:49
End Time,21/05/2021,11:17:04

Program,R454C_pi_3
Batch,Jumo,,,,,,,,,,,,,,
Product,HE,,,,,,,,,,,,,,

REPORT DESCRIPTION

RECORDED VALUES : FR_2
Date;Time,R1.P7.Setpoint_value,R1.P7.Process_value,R2.t7.Setpoint_value,R2.t7.Process_value,R2.Voltage.Setpoint_value,R2.Voltage.Process_value,R2.TAmb.Setpoint_value,R2.TAmb.Process_value
21/05/2021;09:58:06,?,3.951388,?,18.069662,400,400.064606,25,22.938835
21/05/2021;09:58:07,?,3.962426,?,18.084869,400,400.215668,25,22.960222
21/05/2021;09:58:08,?,3.974834,?,18.083097,400,400.232666,25,22.975939
21/05/2021;09:58:09,?,3.987044,?,18.09535,400,400.129974,25,22.988989
21/05/2021;09:58:10,?,4.00239,?,18.113104,400,400.123383,25,22.991987
21/05/2021;09:58:11,?,4.017537,?,18.13546,400,400.078705,25,22.997211
21/05/2021;09:58:12,?,4.033331,?,18.152739,400,400.004791,25,23.008791
21/05/2021;09:58:13,?,4.044248,?,18.156712,400,400.036346,25,23.026602
21/05/2021;09:58:14,?,4.055834,?,18.169827,400,400.092743,25,23.036434
21/05/2021;09:58:15,?,4.066538,?,18.191885,400,400.097229,25,23.039566
21/05/2021;09:58:16,?,4.080041,?,18.206301,400,400.047791,25,23.055922
21/05/2021;09:58:17,?,4.080041,?,18.231258,400,400.102448,25,23.077759
21/05/2021;09:58:18,?,4.096144,?,18.243797,400,399.984436,25,23.088779
21/05/2021;09:58:19,?,4.10967,?,18.243797,400,399.984436,25,23.088779
21/05/2021;09:58:20,?,4.11975,?,18.255484,400,399.888733,25,23.097931
21/05/2021;09:58:21,?,4.130297,?,18.255972,400,399.797607,25,23.106514
21/05/2021;09:58:22,?,4.141728,?,18.256737,400,399.769348,25,23.106335
21/05/2021;09:58:23,?,4.158508,?,18.269882,400,399.907715,25,23.103569
21/05/2021;09:58:24,?,4.172694,?,18.285135,400,399.9245,25,23.107216
21/05/2021;09:58:25,?,4.186627,?,18.322605,400,399.78949,25,23.109131
21/05/2021;09:58:26,?,4.199942,?,18.350361,400,399.776459,25,23.120943
21/05/2021;09:58:27,?,4.212103,?,18.362494,400,399.858673,25,23.138277
21/05/2021;09:58:28,?,4.226357,?,18.376553,400,399.822784,25,23.152386
21/05/2021;09:58:29,?,4.240001,?,18.388002,400,399.843567,25,23.155111
21/05/2021;09:58:30,?,4.25357,?,18.408987,400,399.861938,25,23.158514
21/05/2021;09:58:31,?,4.270465,?,18.408987,400,399.861938,25,23.158514
21/05/2021;09:58:32,?,4.281316,?,18.427694,400,399.718292,25,23.169224
21/05/2021;09:58:33,?,4.281316,?,18.434071,400,399.657257,25,23.183598
21/05/2021;09:58:34,?,4.291331,?,18.459429,400,399.665894,25,23.195147
21/05/2021;09:58:35,?,4.305258,?,18.463737,400,399.776581,25,23.197428
21/05/2021;09:58:36,?,4.317616,?,18.488092,400,399.93631,25,23.194763
21/05/2021;09:58:37,?,4.332537,?,18.515455,400,399.931641,25,23.206606
21/05/2021;09:58:38,?,4.348719,?,18.540087,400,399.924438,25,23.221388
21/05/2021;09:58:39,?,4.364316,?,18.53953,400,400.023621,25,23.223398
21/05/2021;09:58:40,?,4.376008,?,18.556143,400,400.043732,25,23.218267
21/05/2021;09:58:41,?,4.38848,?,18.58671,400,400.305725,25,23.223228
21/05/2021;09:58:42,?,4.403158,?,18.614613,400,400.437469,25,23.237356
21/05/2021;09:58:43,?,4.416683,?,18.613762,400,400.373718,25,23.248671
21/05/2021;09:58:44,?,4.433641,?,18.625118,400,400.343445,25,23.257462
21/05/2021;09:58:45,?,4.449025,?,18.645983,400,400.300446,25,23.260401
21/05/2021;09:58:46,?,4.462523,?,18.645983,400,400.300446,25,23.260401
21/05/2021;09:58:47,?,4.462523,?,18.658731,400,400.300385,25,23.264381
21/05/2021;09:58:48,?,4.478781,?,18.675514,400,400.338196,25,23.267702
21/05/2021;09:58:49,?,4.488976,?,18.698301,400,400.389069,25,23.280285
21/05/2021;09:58:50,?,4.499918,?,18.71525,400,400.386353,25,23.298531
21/05/2021;09:58:51,?,4.511639,?,18.732706,400,400.419769,25,23.313599
21/05/2021;09:58:52,?,4.523838,?,18.751617,400,400.217285,25,23.325945
21/05/2021;09:58:53,?,4.538946,?,18.768702,400,400.333252,25,23.33135
21/05/2021;09:58:54,?,4.550149,?,18.803154,400,400.3862,25,23.325825
21/05/2021;09:58:55,?,4.561546,?,18.847141,400,400.440399,25,23.324163
21/05/2021;09:58:56,?,4.571761,?,18.876617,400,400.42865,25,23.333319
21/05/2021;09:58:57,?,4.580675,?,18.894413,400,400.469299,25,23.342516
21/05/2021;09:58:58,?,4.591402,?,18.91102,400,400.361694,25,23.346399
21/05/2021;09:58:59,?,4.600342,?,18.935144,400,400.413422,25,23.351025
21/05/2021;09:59:00,?,4.61118,?,18.945841,400,400.43512,25,23.356522
21/05/2021;09:59:01,?,4.622954,?,18.945841,400,400.43512,25,23.356522
21/05/2021;09:59:02,?,4.622954,?,18.962387,400,400.387085,25,23.3582
21/05/2021;09:59:03,?,4.63526,?,19.003902,400,400.325867,25,23.365402
21/05/2021;09:59:04,?,4.646675,?,19.053324,400,400.046967,25,23.373402
21/05/2021;09:59:05,?,4.658758,?,19.074881,400,399.904724,25,23.380825
21/05/2021;09:59:06,?,4.667174,?,19.108761,400,399.856689,25,23.386637
21/05/2021;09:59:07,?,4.67707,?,19.130112,400,399.714264,25,23.398251
21/05/2021;09:59:08,?,4.691319,?,19.136131,400,399.733124,25,23.416576
21/05/2021;09:59:09,?,4.702713,?,19.162899,400,399.731506,25,23.435112
21/05/2021;09:59:10,?,4.708533,?,19.181343,400,399.821075,25,23.447828
21/05/2021;09:59:11,?,4.708983,?,19.216036,400,399.960815,25,23.461618
21/05/2021;09:59:12,?,4.706965,?,19.235632,400,399.875549,25,23.487955
21/05/2021;09:59:13,?,4.698393,?,19.253254,400,399.826202,25,23.513054
21/05/2021;09:59:14,?,4.684463,?,19.289932,400,399.891022,25,23.521275
21/05/2021;09:59:15,?,4.661325,?,19.289932,400,399.891022,25,23.521275
21/05/2021;09:59:16,?,4.641546,?,19.32811,400,399.734222,25,23.533001
21/05/2021;09:59:17,?,4.641546,?,19.36204,400,399.69928,25,23.541197
21/05/2021;09:59:18,?,4.609936,?,19.369171,400,399.78772,25,23.542515
21/05/2021;09:59:19,?,4.579605,?,19.391506,400,399.666016,25,23.554642
21/05/2021;09:59:20,?,4.556869,?,19.418587,400,399.68277,25,23.573238
21/05/2021;09:59:21,?,4.545356,?,19.445698,400,399.681549,25,23.582182
21/05/2021;09:59:22,?,4.541231,?,19.477861,400,399.668854,25,23.581579
21/05/2021;09:59:23,?,4.546309,?,19.512981,400,399.714813,25,23.58404
21/05/2021;09:59:24,?,4.554771,?,19.554562,400,399.754456,25,23.600559
21/05/2021;09:59:25,?,4.561054,?,19.602444,400,399.884277,25,23.617548
21/05/2021;09:59:26,?,4.565648,?,19.627832,400,399.955719,25,23.628344
21/05/2021;09:59:27,?,4.572986,?,19.673445,400,400.162567,25,23.641535
21/05/2021;09:59:28,?,4.581419,?,19.673445,400,400.162567,25,23.641535
21/05/2021;09:59:29,?,4.581419,?,19.702682,400,400.150665,25,23.648064
21/05/2021;09:59:30,?,4.591694,?,19.739985,400,400.130798,25,23.651192
21/05/2021;09:59:31,?,4.60108,?,19.782988,400,400.213287,25,23.659412
21/05/2021;09:59:32,?,4.609202,?,19.821741,400,400.122772,25,23.663322
21/05/2021;09:59:33,?,4.618556,?,19.86356,400,400.143219,25,23.668619
21/05/2021;09:59:34,?,4.628393,?,19.914625,400,400.191254,25,23.68103
21/05/2021;09:59:35,?,4.634176,?,19.947645,400,400.188965,25,23.696205
21/05/2021;09:59:36,?,4.641128,?,20.006182,400,400.180054,25,23.723007
21/05/2021;09:59:37,?,4.64739,?,20.058931,400,400.315918,25,23.754068
21/05/2021;09:59:38,?,4.653044,?,20.090273,400,400.442169,25,23.774487
21/05/2021;09:59:39,?,4.661687,?,20.14378,400,400.462524,25,23.782841
21/05/2021;09:59:40,?,4.669569,?,20.202965,400,400.487213,25,23.798071
21/05/2021;09:59:41,?,4.678347,?,20.202965,400,400.487213,25,23.798071
21/05/2021;09:59:42,?,4.678347,?,20.246544,400,400.458527,25,23.819462
21/05/2021;09:59:43,?,4.684923,?,20.303905,400,400.456665,25,23.828224
21/05/2021;09:59:44,?,4.69338,?,20.365789,400,400.449829,25,23.84227
21/05/2021;09:59:45,?,4.699699,?,20.409201,400,400.297089,25,23.855551
21/05/2021;09:59:46,?,4.70582,?,20.465765,400,400.160156,25,23.869112
21/05/2021;09:59:47,?,4.718525,?,20.534943,400,400.154419,25,23.88571
21/05/2021;09:59:48,?,4.728249,?,20.604866,400,400.059265,25,23.905722
21/05/2021;09:59:49,?,4.734537,?,20.66717,400,399.861603,25,23.93515
21/05/2021;09:59:50,?,4.744045,?,20.721952,400,399.727203,25,23.950882
21/05/2021;09:59:51,?,4.751801,?,20.773579,400,399.729736,25,23.948275
21/05/2021;09:59:52,?,4.761158,?,20.834999,400,400.007324,25,23.94124
21/05/2021;09:59:53,?,4.774343,?,20.910969,400,400.015991,25,23.944057
21/05/2021;09:59:54,?,4.786052,?,20.910969,400,400.015991,25,23.944057
21/05/2021;09:59:55,?,4.795552,?,20.996069,400,400.041595,25,23.961699
21/05/2021;09:59:56,?,4.795552,?,21.038792,400,399.935822,25,23.964777
21/05/2021;09:59:57,?,4.806842,?,21.112587,400,399.986145,25,23.967476
21/05/2021;09:59:58,?,4.814648,?,21.186352,400,400.173737,25,23.979424
21/05/2021;09:59:59,?,4.820537,?,21.262505,400,400.229553,25,23.998638
21/05/2021;10:00:00,?,4.828986,?,21.336132,400,400.265167,25,24.012335
21/05/2021;10:00:01,?,4.83906,?,21.396118,400,400.411438,25,24.029722
21/05/2021;10:00:02,?,4.851514,?,21.474665,400,400.353058,25,24.037783
21/05/2021;10:00:03,?,4.864243,?,21.539953,400,400.246857,25,24.043522
21/05/2021;10:00:04,?,4.874478,?,21.61578,400,400.115509,25,24.046366
21/05/2021;10:00:05,?,4.883947,?,21.61578,400,400.115509,25,24.046366
