REPORT START/STOP
Start Time,08/06/2021,08:16:59
End Time,08/06/2021,10:24:29

Program,R290_pi_5.5
Batch,Jumo,,,,,,,,,,,,,,
Product,HE,,,,,,,,,,,,,,

REPORT DESCRIPTION

RECORDED VALUES : FR_2
Date;Time,R1.P7.Setpoint_value,R1.P7.Process_value,R2.t7.Setpoint_value,R2.t7.Process_value,R2.Voltage.Setpoint_value,R2.Voltage.Process_value,R2.TAmb.Setpoint_value,R2.TAmb.Process_value
08/06/2021;08:19:35,?,4.712399,?,8.803542,400,400.222717,25,26.004147
08/06/2021;08:19:36,?,4.708122,?,8.888287,400,399.983734,25,26.012577
08/06/2021;08:19:37,?,4.704067,?,8.963727,400,399.866455,25,26.016905
08/06/2021;08:19:38,?,4.704067,?,9.027257,400,399.735229,25,26.029757
08/06/2021;08:19:39,?,4.699876,?,9.079076,400,399.687866,25,26.040331
08/06/2021;08:19:40,?,4.696372,?,9.141408,400,399.686737,25,26.040182
08/06/2021;08:19:41,?,4.693244,?,9.192252,400,399.67276,25,26.0256
08/06/2021;08:19:42,?,4.690748,?,9.232092,400,399.698242,25,26.009809
08/06/2021;08:19:43,?,4.689273,?,9.288169,400,399.763,25,26.003668
08/06/2021;08:19:44,?,4.686764,?,9.288169,400,399.763,25,26.003668
08/06/2021;08:19:45,?,4.685078,?,9.363894,400,399.777405,25,25.996117
08/06/2021;08:19:46,?,4.681777,?,9.454236,400,399.747742,25,25.97809
08/06/2021;08:19:47,?,4.677064,?,9.499813,400,399.687439,25,25.957191
08/06/2021;08:19:48,?,4.67108,?,9.551424,400,399.706451,25,25.943048
08/06/2021;08:19:49,?,4.6685,?,9.617264,400,399.779846,25,25.936409
08/06/2021;08:19:50,?,4.666886,?,9.683787,400,399.818298,25,25.925423
08/06/2021;08:19:51,?,4.666886,?,9.735538,400,399.699738,25,25.923788
08/06/2021;08:19:52,?,4.664335,?,9.767019,400,399.657074,25,25.933918
08/06/2021;08:19:53,?,4.660433,?,9.808954,400,399.61618,25,25.942589
08/06/2021;08:19:54,?,4.658301,?,9.859079,400,399.671417,25,25.94429
08/06/2021;08:19:55,?,4.657138,?,9.918074,400,399.91864,25,25.945427
08/06/2021;08:19:56,?,4.654766,?,10.017983,400,400.246643,25,25.943073
08/06/2021;08:19:57,?,4.653396,?,10.090083,400,400.274689,25,25.943153
08/06/2021;08:19:58,?,4.652287,?,10.15768,400,400.348694,25,25.93454
08/06/2021;08:19:59,?,4.651991,?,10.15768,400,400.348694,25,25.93454
08/06/2021;08:20:00,?,4.649876,?,10.234715,400,400.313782,25,25.928682
08/06/2021;08:20:01,?,4.649349,?,10.290673,400,400.245117,25,25.928202
08/06/2021;08:20:02,?,4.648667,?,10.324909,400,400.222687,25,25.91749
