REPORT START/STOP
Start Time,22/01/2021,13:21:09
End Time,22/01/2021,14:34:26

Program,R410A_pi_6.5
Batch,Jumo,,,,,,,,,,,,,,
Product,HE,,,,,,,,,,,,,,

REPORT DESCRIPTION

RECORDED VALUES : FR_1
Date;Time,R1.P1.Setpoint_value,R1.P1.Process_value,R1.P2.Setpoint_value,R1.P2.Process_value,R2.t1.Setpoint_value,R2.t1.Process_value,R2.t2.Process_value
22/01/2021;13:23:37,8.038267,4.537496,21.961733,40.551521,3.60736,-9.109417,123.913658
22/01/2021;13:23:38,8.006933,4.543378,21.993067,40.523628,3.524876,-8.981789,124.078232
22/01/2021;13:23:39,7.979067,4.547748,22.020933,40.49662,3.419405,-8.868199,124.243462
22/01/2021;13:23:40,7.979067,4.547748,22.020933,40.49662,3.325651,-8.769256,124.367096
22/01/2021;13:23:41,7.951066,4.551427,22.048933,40.472095,3.325651,-8.769256,124.367096
22/01/2021;13:23:42,7.92,4.558842,22.08,40.443233,3.231448,-8.68407,124.474213
22/01/2021;13:23:43,7.888934,4.574847,22.111067,40.413143,3.137696,-8.592907,124.581039
22/01/2021;13:23:44,7.860933,4.585219,22.139067,40.387272,3.030871,-8.491429,124.685989
22/01/2021;13:23:45,7.8332,4.591246,22.1668,40.358376,2.938021,-8.408777,124.771599
22/01/2021;13:23:46,7.802134,4.599832,22.197866,40.324184,2.832549,-8.32097,124.820221
22/01/2021;13:23:47,7.7776,4.611012,22.222401,40.29668,2.737895,-8.236676,124.869667
22/01/2021;13:23:48,7.7464,4.625057,22.253599,40.266457,2.644143,-8.168915,124.890442
22/01/2021;13:23:49,7.715067,4.633255,22.284933,40.230671,2.526952,-8.086501,124.9366
22/01/2021;13:23:50,7.687201,4.639182,22.312799,40.201187,2.444017,-8.0079,124.992653
22/01/2021;13:23:51,7.659467,4.645625,22.340534,40.17149,2.338546,-7.936015,125.079865
22/01/2021;13:23:52,7.659467,4.645625,22.340534,40.17149,2.233074,-7.889883,125.197304
22/01/2021;13:23:53,7.628266,4.650267,22.371733,40.137573,2.233074,-7.889883,125.197304
22/01/2021;13:23:54,7.596933,4.654532,22.403067,40.10183,2.138871,-7.842842,125.292267
22/01/2021;13:23:55,7.565733,4.655997,22.434267,40.064869,2.032948,-7.79055,125.317879
22/01/2021;13:23:56,7.537467,4.662523,22.462534,40.029129,1.937393,-7.723659,125.299728
22/01/2021;13:23:57,7.5064,4.673924,22.493599,39.994415,1.844091,-7.646017,125.308311
22/01/2021;13:23:58,7.4784,4.682947,22.521599,39.96225,1.726451,-7.5691,125.347458
22/01/2021;13:23:59,7.450534,4.691236,22.549467,39.929886,1.632246,-7.49697,125.395493
22/01/2021;13:24:00,7.419333,4.699143,22.580666,39.892929,1.550214,-7.438921,125.434364
22/01/2021;13:24:01,7.3916,4.708093,22.6084,39.856667,1.433022,-7.361776,125.474838
22/01/2021;13:24:02,7.3916,4.708093,22.6084,39.856667,1.350538,-7.305976,125.483276
22/01/2021;13:24:03,7.363733,4.71451,22.636267,39.819115,1.256785,-7.257013,125.447693
22/01/2021;13:24:04,7.332533,4.722926,22.667467,39.782986,1.256785,-7.257013,125.447693
22/01/2021;13:24:05,7.301067,4.734928,22.698933,39.7425,1.151315,-7.207742,125.425415
22/01/2021;13:24:06,7.269867,4.747491,22.730133,39.695087,1.045392,-7.166972,125.368492
22/01/2021;13:24:07,7.242267,4.754003,22.757732,39.656975,0.9282007217407227,-7.128358,125.296303
22/01/2021;13:24:08,7.2108,4.765679,22.7892,39.609764,0.8330965042114258,-7.079883,125.236763
22/01/2021;13:24:09,7.179733,4.773065,22.820267,39.566921,0.7280759811401367,-7.035878,125.17028
22/01/2021;13:24:10,7.179733,4.773065,22.820267,39.566921,0.6347732543945313,-6.995062,125.150124
22/01/2021;13:24:11,7.152,4.781945,22.848,39.522858,0.5284004211425781,-6.966097,125.189491
22/01/2021;13:24:12,7.120667,4.791007,22.879333,39.481491,0.5284004211425781,-6.966097,125.189491
22/01/2021;13:24:13,7.092934,4.800863,22.907066,39.440266,0.4233798980712891,-6.950122,125.262299
22/01/2021;13:24:14,7.061733,4.80805,22.938267,39.392788,0.3179082870483398,-6.932497,125.342819
22/01/2021;13:24:15,7.033867,4.816386,22.966133,39.350636,0.2354240417480469,-6.91152,125.403938
22/01/2021;13:24:16,7.006134,4.822093,22.993866,39.307053,0.1299524307250977,-6.904229,125.350365
22/01/2021;13:24:17,6.9784,4.830072,23.021599,39.262642,0.02448081970214844,-6.919705,125.284958
22/01/2021;13:24:18,6.947067,4.840334,23.052933,39.209976,-0.06972312927246094,-6.963765,125.205917
22/01/2021;13:24:19,6.919333,4.846188,23.080666,39.163792,-0.1517553329467773,-7.015068,125.108734
22/01/2021;13:24:20,6.8916,4.8516,23.1084,39.115005,-0.268946647644043,-7.093596,125.027344
22/01/2021;13:24:21,6.863733,4.855972,23.136267,39.06823,-0.3514308929443359,-7.173076,124.974579
22/01/2021;13:24:22,6.832533,4.858588,23.167467,39.021,-0.4573526382446289,-7.261117,124.946587
22/01/2021;13:24:23,6.832533,4.858588,23.167467,39.021,-0.5465974807739258,-7.349413,124.926765
22/01/2021;13:24:24,6.8024,4.859938,23.197599,38.960655,-0.5465974807739258,-7.349413,124.926765
22/01/2021;13:24:25,6.770933,4.861939,23.229067,38.910507,-0.6538724899291992,-7.455719,124.840294
22/01/2021;13:24:26,6.7432,4.861543,23.2568,38.860622,-0.7588939666748047,-7.561559,124.716614
22/01/2021;13:24:27,6.7156,4.860711,23.284401,38.805279,-0.8639144897460938,-7.631406,124.663033
22/01/2021;13:24:28,6.684134,4.86064,23.315866,38.752823,-0.9585685729980469,-7.688149,124.638504
22/01/2021;13:24:29,6.6564,4.858763,23.343599,38.703503,-1.05232,-7.742445,124.618965
22/01/2021;13:24:30,6.6288,4.855627,23.371201,38.642212,-1.169062,-7.79653,124.555222
22/01/2021;13:24:31,6.6008,4.851738,23.3992,38.594521,-1.251996,-7.8478,124.464806
22/01/2021;13:24:32,6.566133,4.848226,23.433867,38.528858,-1.357468,-7.900221,124.317551
22/01/2021;13:24:33,6.5384,4.846003,23.461599,38.47435,-1.357468,-7.900221,124.317551
22/01/2021;13:24:34,6.5384,4.846003,23.461599,38.47435,-1.462939,-7.948324,124.226295
22/01/2021;13:24:35,6.5104,4.84031,23.489599,38.424629,-1.557593,-7.99457,124.205635
22/01/2021;13:24:36,6.4792,4.835774,23.5208,38.370533,-1.663065,-8.029546,124.196396
22/01/2021;13:24:37,6.451067,4.83163,23.548933,38.316647,-1.758169,-8.072757,124.189728
22/01/2021;13:24:38,6.419867,4.82646,23.580133,38.258953,-1.85102,-8.122758,124.179871
22/01/2021;13:24:39,6.392134,4.822221,23.607866,38.203316,-1.945675,-8.151722,124.172852
22/01/2021;13:24:40,6.3608,4.81584,23.6392,38.150524,-2.052048,-8.180426,124.169693
22/01/2021;13:24:41,6.333067,4.811498,23.666933,38.09354,-2.157069,-8.215917,124.197372
22/01/2021;13:24:42,6.305333,4.805747,23.694666,38.033333,-2.26254,-8.264408,124.192825
22/01/2021;13:24:43,6.270267,4.798235,23.729733,37.965237,-2.334207,-8.307039,124.185242
22/01/2021;13:24:44,6.270267,4.798235,23.729733,37.965237,-2.451397,-8.335193,124.171051
22/01/2021;13:24:45,6.2356,4.792173,23.7644,37.894306,-2.451397,-8.335193,124.171051
22/01/2021;13:24:46,6.207467,4.786638,23.792534,37.841244,-2.54515,-8.359066,124.133759
22/01/2021;13:24:47,6.176534,4.777551,23.823467,37.773304,-2.639353,-8.385433,124.117142
22/01/2021;13:24:48,6.1488,4.772155,23.8512,37.726006,-2.733106,-8.404889,124.104378
22/01/2021;13:24:49,6.1208,4.76806,23.8792,37.67482,-2.839929,-8.422707,124.051178
22/01/2021;13:24:50,6.093067,4.763686,23.906933,37.616657,-2.94495,-8.438987,123.977654
22/01/2021;13:24:51,6.065467,4.759765,23.934532,37.566189,-3.038252,-8.458142,123.917618
22/01/2021;13:24:52,6.034133,4.754411,23.965866,37.505547,-3.132906,-8.483396,123.858955
22/01/2021;13:24:53,6.0064,4.751494,23.993599,37.450249,-3.226658,-8.49064,123.799088
22/01/2021;13:24:54,5.978667,4.748698,24.021334,37.394455,-3.331679,-8.489144,123.721329
22/01/2021;13:24:55,5.978667,4.748698,24.021334,37.394455,-3.426333,-8.514527,123.624435
22/01/2021;13:24:56,5.947333,4.747948,24.052666,37.335155,-3.520086,-8.541705,123.517563
22/01/2021;13:24:57,5.923067,4.746923,24.076933,37.27557,-3.613388,-8.56246,123.458794
22/01/2021;13:24:58,5.895333,4.745377,24.104668,37.217373,-3.613388,-8.56246,123.458794
22/01/2021;13:24:59,5.864,4.742701,24.136,37.159595,-3.708492,-8.578397,123.456741
22/01/2021;13:25:00,5.836267,4.739192,24.163733,37.107193,-3.813062,-8.60402,123.473152
22/01/2021;13:25:01,5.805067,4.733995,24.194933,37.041264,-3.918534,-8.632155,123.465225
22/01/2021;13:25:02,5.7772,4.729469,24.222799,36.981735,-4.001469,-8.673653,123.45578
22/01/2021;13:25:03,5.749467,4.728378,24.250534,36.923019,-4.10649,-8.722622,123.420784
22/01/2021;13:25:04,5.718266,4.732186,24.281733,36.857094,-4.211961,-8.781972,123.368484
22/01/2021;13:25:05,5.6904,4.732668,24.309601,36.801975,-4.294446,-8.85562,123.342903
22/01/2021;13:25:06,5.6904,4.732668,24.309601,36.801975,-4.411636,-8.948595,123.316528
22/01/2021;13:25:07,5.655733,4.735703,24.344267,36.727768,-4.517108,-9.050959,123.254265
