REPORT START/STOP
Start Time,25/01/2021,11:25:33
End Time,25/01/2021,13:38:31

Program,R410A_diverse
Batch,Jumo,,,,,,,,,,,,,,
Product,HE,,,,,,,,,,,,,,

REPORT DESCRIPTION

RECORDED VALUES : FR_1
Date;Time,R1.P1.Setpoint_value,R1.P1.Process_value,R1.P2.Setpoint_value,R1.P2.Process_value,R2.t1.Setpoint_value,R2.t1.Process_value,R2.t2.Process_value
25/01/2021;11:28:42,10.741433,8.456626,26.292833,32.3615,19.318018,24.234459,100.666519
25/01/2021;11:28:43,10.7345,8.463459,26.327499,32.333134,19.295261,24.160639,100.620262
25/01/2021;11:28:44,10.7275,8.462681,26.362499,32.305523,19.277466,24.080288,100.549515
25/01/2021;11:28:45,10.7206,8.461498,26.396999,32.282471,19.254709,23.99543,100.469864
25/01/2021;11:28:46,10.7128,8.460426,26.436001,32.252655,19.23448,23.911316,100.40802
25/01/2021;11:28:47,10.705767,8.467515,26.471167,32.223175,19.23448,23.911316,100.40802
25/01/2021;11:28:48,10.698867,8.470634,26.505667,32.1991,19.214155,23.798634,100.362518
25/01/2021;11:28:49,10.6911,8.474434,26.5445,32.169479,19.191399,23.696396,100.322609
25/01/2021;11:28:50,10.6841,8.486994,26.5795,32.145664,19.168642,23.590054,100.266617
25/01/2021;11:28:51,10.6763,8.498961,26.6185,32.114792,19.150846,23.474339,100.2201
25/01/2021;11:28:52,10.670267,8.51024,26.648666,32.090351,19.13052,23.369068,100.183929
25/01/2021;11:28:53,10.6624,8.52901,26.688,32.060909,19.107861,23.241583,100.133087
25/01/2021;11:28:54,10.6555,8.541354,26.7225,32.034809,19.090065,23.128208,100.06324
25/01/2021;11:28:55,10.6555,8.541354,26.7225,32.034809,19.067308,22.99856,99.984459
25/01/2021;11:28:56,10.648567,8.549971,26.757166,32.005493,19.047079,22.880329,99.902267
25/01/2021;11:28:57,10.641566,8.554656,26.792166,31.97785,19.026754,22.757181,99.793983
25/01/2021;11:28:58,10.633801,8.556711,26.830999,31.942764,19.006527,22.615885,99.690186
25/01/2021;11:28:59,10.627733,8.559461,26.861334,31.906088,18.983576,22.465055,99.589027
25/01/2021;11:29:00,10.6199,8.563629,26.900499,31.863293,18.963446,22.326405,99.499565
25/01/2021;11:29:01,10.612967,8.560705,26.935167,31.832924,18.963446,22.326405,99.499565
25/01/2021;11:29:02,10.606033,8.552279,26.969833,31.789921,18.943216,22.188288,99.398048
25/01/2021;11:29:03,10.5982,8.54673,27.008999,31.755943,18.922794,22.05969,99.325806
25/01/2021;11:29:04,10.591267,8.541044,27.043667,31.719782,18.902664,21.931034,99.2416
25/01/2021;11:29:05,10.584333,8.534558,27.078333,31.681049,18.879908,21.80311,99.135796
25/01/2021;11:29:06,10.577367,8.529942,27.113167,31.641794,18.859386,21.680489,99.059952
25/01/2021;11:29:07,10.570434,8.526381,27.147833,31.606981,18.839256,21.558567,98.997864
25/01/2021;11:29:08,10.5635,8.525435,27.182499,31.56905,18.819126,21.445807,98.93248
25/01/2021;11:29:09,10.556534,8.521942,27.217333,31.528622,18.798704,21.318708,98.839722
25/01/2021;11:29:10,10.5496,8.517253,27.251999,31.493517,18.778475,21.204699,98.768265
25/01/2021;11:29:11,10.5496,8.517253,27.251999,31.493517,18.755816,21.080221,98.707321
25/01/2021;11:29:12,10.5418,8.51106,27.291,31.453075,18.735296,20.949959,98.641243
25/01/2021;11:29:13,10.5357,8.508684,27.321499,31.415058,18.716042,20.826044,98.572655
25/01/2021;11:29:14,10.527333,8.502428,27.363333,31.377876,18.695812,20.703793,98.491959
25/01/2021;11:29:15,10.519533,8.494213,27.402332,31.342272,18.673153,20.566813,98.416817
25/01/2021;11:29:16,10.511666,8.491389,27.441666,31.302334,18.673153,20.566813,98.416817
25/01/2021;11:29:17,10.504766,8.491195,27.476166,31.276741,18.647772,20.430473,98.332436
25/01/2021;11:29:18,10.497833,8.489252,27.510834,31.247093,18.627544,20.319618,98.269379
25/01/2021;11:29:19,10.489933,8.481344,27.550333,31.214195,18.604788,20.210711,98.206017
25/01/2021;11:29:20,10.483033,8.47522,27.584833,31.186293,18.58699,20.104578,98.152466
25/01/2021;11:29:21,10.476133,8.474665,27.619333,31.158123,18.564234,19.971619,98.078682
25/01/2021;11:29:22,10.476133,8.474665,27.619333,31.158123,18.541477,19.871635,98.026352
25/01/2021;11:29:23,10.469133,8.465023,27.654333,31.133732,18.521152,19.764053,97.974068
25/01/2021;11:29:24,10.4622,8.462297,27.688999,31.103916,18.500923,19.654922,97.930145
25/01/2021;11:29:25,10.4553,8.461604,27.723499,31.075544,18.478168,19.52968,97.856918
25/01/2021;11:29:26,10.4483,8.458526,27.758499,31.051094,18.460371,19.421497,97.779762
25/01/2021;11:29:27,10.4405,8.450852,27.797501,31.027416,18.460371,19.421497,97.779762
25/01/2021;11:29:28,10.4336,8.444827,27.832001,31.001884,18.437614,19.310738,97.721771
25/01/2021;11:29:29,10.425734,8.439325,27.871334,30.974545,18.417387,19.212357,97.663078
25/01/2021;11:29:30,10.419666,8.43716,27.901667,30.951099,18.39706,19.111456,97.596855
25/01/2021;11:29:31,10.4119,8.435193,27.9405,30.923775,18.376833,19.021843,97.522758
25/01/2021;11:29:32,10.4049,8.427571,27.9755,30.903767,18.356606,18.924957,97.430931
25/01/2021;11:29:33,10.398,8.422136,28.01,30.876347,18.336279,18.837368,97.37085
25/01/2021;11:29:34,10.391067,8.419148,28.044666,30.851547,18.313522,18.751438,97.305794
25/01/2021;11:29:35,10.383233,8.420748,28.083834,30.828945,18.295824,18.665091,97.232834
25/01/2021;11:29:36,10.377133,8.421565,28.114334,30.813969,18.275402,18.585964,97.149323
25/01/2021;11:29:37,10.377133,8.421565,28.114334,30.813969,18.252743,18.506294,97.074356
25/01/2021;11:29:38,10.369367,8.418489,28.153166,30.794849,18.229792,18.423315,97.018127
25/01/2021;11:29:39,10.361533,8.414549,28.192333,30.773941,18.209562,18.340302,96.954475
