REPORT START/STOP
Start Time,26/01/2021,14:59:42
End Time,26/01/2021,16:51:39

Program,R410A_wiederholgenaui
Batch,Jumo,,,,,,,,,,,,,,
Product,HE,,,,,,,,,,,,,,

REPORT DESCRIPTION

RECORDED VALUES : FR_1
Date;Time,R1.P1.Setpoint_value,R1.P1.Process_value,R1.P2.Setpoint_value,R1.P2.Process_value,R2.t1.Setpoint_value,R2.t1.Process_value,R2.t2.Process_value
26/01/2021;15:01:50,6.2824,4.516918,19.7176,26.437067,-1.466413,-2.973811,85.613022
26/01/2021;15:01:51,6.2684,4.510589,19.7316,26.415527,-1.518816,-2.959008,85.753029
26/01/2021;15:01:52,6.252867,4.505892,19.747133,26.390533,-1.577487,-2.94836,85.916214
26/01/2021;15:01:53,6.237267,4.50148,19.762733,26.36512,-1.636159,-2.938498,86.043953
26/01/2021;15:01:54,6.223333,4.497384,19.776667,26.342901,-1.636159,-2.938498,86.043953
26/01/2021;15:01:55,6.209467,4.492409,19.790533,26.321796,-1.688562,-2.92487,86.181679
26/01/2021;15:01:56,6.1956,4.485682,19.804399,26.298161,-1.740715,-2.912887,86.345154
26/01/2021;15:01:57,6.1956,4.485682,19.804399,26.298161,-1.799386,-2.899698,86.481697
26/01/2021;15:01:58,6.179934,4.480492,19.820066,26.274162,-1.845271,-2.882172,86.587097
26/01/2021;15:01:59,6.166,4.478661,19.834,26.252415,-1.897674,-2.863052,86.693024
26/01/2021;15:02:00,6.1522,4.476166,19.847799,26.2318,-1.956095,-2.837045,86.809402
26/01/2021;15:02:01,6.136534,4.472003,19.863466,26.21365,-2.015018,-2.815068,86.921349
26/01/2021;15:02:02,6.122666,4.466579,19.877333,26.196247,-2.060651,-2.800489,86.998764
26/01/2021;15:02:03,6.1088,4.463048,19.891199,26.184372,-2.112803,-2.765825,87.076782
26/01/2021;15:02:04,6.093534,4.464645,19.906467,26.177235,-2.17674,-2.720747,87.144402
26/01/2021;15:02:05,6.0798,4.466705,19.9202,26.174839,-2.228642,-2.678484,87.22187
26/01/2021;15:02:06,6.065866,4.467583,19.934134,26.174107,-2.280543,-2.631697,87.330338
26/01/2021;15:02:07,6.0502,4.468575,19.9498,26.17091,-2.280543,-2.631697,87.330338
26/01/2021;15:02:08,6.036334,4.46871,19.963667,26.169697,-2.339717,-2.577338,87.450363
26/01/2021;15:02:09,6.036334,4.46871,19.963667,26.169697,-2.38535,-2.533906,87.548927
26/01/2021;15:02:10,6.0208,4.468863,19.9792,26.163631,-2.443771,-2.482191,87.694145
26/01/2021;15:02:11,6.0068,4.472487,19.9932,26.159847,-2.496425,-2.443074,87.827393
26/01/2021;15:02:12,5.991267,4.474179,20.008734,26.154673,-2.554846,-2.393056,87.931519
26/01/2021;15:02:13,5.9774,4.475967,20.0226,26.149771,-2.613517,-2.340939,88.022728
26/01/2021;15:02:14,5.961733,4.478427,20.038267,26.146139,-2.659652,-2.28058,88.131134
26/01/2021;15:02:15,5.947866,4.480907,20.052134,26.142542,-2.718073,-2.213443,88.244102
26/01/2021;15:02:16,5.934,4.479915,20.066,26.139061,-2.776745,-2.139776,88.334694
26/01/2021;15:02:17,5.920067,4.481248,20.079933,26.134415,-2.829148,-2.060266,88.456017
26/01/2021;15:02:18,5.904467,4.482179,20.095533,26.130424,-2.8813,-1.990786,88.581123
26/01/2021;15:02:19,5.892334,4.482558,20.107666,26.126034,-2.8813,-1.990786,88.581123
26/01/2021;15:02:20,5.874933,4.48471,20.125067,26.118349,-2.939973,-1.939028,88.721138
26/01/2021;15:02:21,5.8628,4.485938,20.137199,26.113386,-2.992376,-1.890005,88.831635
26/01/2021;15:02:22,5.848933,4.487459,20.151066,26.106056,-3.044528,-1.816813,88.946426
26/01/2021;15:02:23,5.848933,4.487459,20.151066,26.106056,-3.103199,-1.749506,89.039467
26/01/2021;15:02:24,5.835,4.491136,20.165001,26.099686,-3.155603,-1.689677,89.097534
26/01/2021;15:02:25,5.821134,4.495255,20.178867,26.093817,-3.207756,-1.633023,89.136078
26/01/2021;15:02:26,5.805533,4.500126,20.194468,26.087776,-3.267179,-1.56924,89.190865
26/01/2021;15:02:27,5.7916,4.50186,20.208401,26.080435,-3.31883,-1.507007,89.249825
26/01/2021;15:02:28,5.777667,4.503572,20.222334,26.075457,-3.370983,-1.447833,89.315071
26/01/2021;15:02:29,5.763866,4.506623,20.236134,26.069578,-3.423888,-1.386989,89.366356
26/01/2021;15:02:30,5.749933,4.509603,20.250067,26.06263,-3.475539,-1.318822,89.415359
26/01/2021;15:02:31,5.736067,4.514007,20.263933,26.058084,-3.53421,-1.251704,89.48848
26/01/2021;15:02:32,5.720467,4.519602,20.279533,26.053076,-3.586864,-1.178138,89.556221
26/01/2021;15:02:33,5.706533,4.524968,20.293467,26.0438,-3.586864,-1.178138,89.556221
26/01/2021;15:02:34,5.690933,4.531576,20.309067,26.035639,-3.639017,-1.107256,89.654861
26/01/2021;15:02:35,5.6788,4.535798,20.321199,26.029251,-3.690918,-1.047035,89.754303
26/01/2021;15:02:36,5.663134,4.543052,20.336866,26.021645,-3.743823,-0.975318193435669,89.848732
26/01/2021;15:02:37,5.649267,4.54899,20.350733,26.016363,-3.795725,-0.8983445167541504,89.900299
26/01/2021;15:02:38,5.649267,4.54899,20.350733,26.016363,-3.854146,-0.8163728713989258,89.942215
26/01/2021;15:02:39,5.6352,4.555275,20.364799,26.009996,-3.9068,-0.736112654209137,89.989601
26/01/2021;15:02:40,5.619667,4.562678,20.380333,26.003553,-3.958952,-0.6512200832366943,90.02729
26/01/2021;15:02:41,5.6076,4.569079,20.392401,25.997913,-4.010854,-0.5724273920059204,90.060043
26/01/2021;15:02:42,5.5918,4.579743,20.408199,25.989746,-4.063508,-0.4808230996131897,90.096848
26/01/2021;15:02:43,5.578,4.586191,20.422001,25.983364,-4.12218,-0.4086353480815888,90.1306
26/01/2021;15:02:44,5.5642,4.594206,20.435801,25.976707,-4.180601,-0.3382155895233154,90.176521
26/01/2021;15:02:45,5.548467,4.605443,20.451534,25.970903,-4.233004,-0.2538757920265198,90.306244
26/01/2021;15:02:46,5.5346,4.61447,20.465401,25.963848,-4.285157,-0.1887641996145248,90.443115
26/01/2021;15:02:47,5.5208,4.622244,20.4792,25.957825,-4.285157,-0.1887641996145248,90.443115
26/01/2021;15:02:48,5.5068,4.633745,20.4932,25.948471,-4.350347,-0.1223611086606979,90.611069
26/01/2021;15:02:49,5.491267,4.644994,20.508734,25.941397,-4.396232,-0.05667504668235779,90.711227
26/01/2021;15:02:50,5.4774,4.652326,20.5226,25.934591,-4.448384,0.008141174912452698,90.739151
26/01/2021;15:02:51,5.4634,4.660409,20.5366,25.926294,-4.507056,0.07824557274580002,90.685547
26/01/2021;15:02:52,5.4496,4.670743,20.5504,25.918636,-4.559459,0.1571014672517777,90.622017
26/01/2021;15:02:53,5.435733,4.681458,20.564266,25.911833,-4.605093,0.2149180620908737,90.581833
26/01/2021;15:02:54,5.435733,4.681458,20.564266,25.911833,-4.670283,0.2870768904685974,90.542755
26/01/2021;15:02:55,5.420067,4.69342,20.579933,25.90641,-4.716167,0.3536630570888519,90.52874
26/01/2021;15:02:56,5.4062,4.701252,20.5938,25.898045,-4.76832,0.4146026372909546,90.511726
26/01/2021;15:02:57,5.392334,4.709632,20.607666,25.890413,-4.826991,0.4718897640705109,90.508102
26/01/2021;15:02:58,5.3784,4.713961,20.621599,25.885124,-4.879395,0.5177677273750305,90.528412
26/01/2021;15:02:59,5.364533,4.723404,20.635468,25.876995,-4.931547,0.5691543221473694,90.545853
26/01/2021;15:03:00,5.350667,4.731688,20.649334,25.870827,-4.983699,0.626794695854187,90.577858
26/01/2021;15:03:01,5.335,4.739542,20.665001,25.86813,-5.036103,0.674028754234314,90.608612
26/01/2021;15:03:02,5.321134,4.73358,20.678867,25.864243,-5.036103,0.674028754234314,90.608612
26/01/2021;15:03:03,5.307267,4.715057,20.692734,25.848118,-5.094775,0.7231835126876831,90.642799
